"IdOrdenesRecA","IdRecibosEst","IdOrdenesDet","TC1","TC2","TC3","TC4","TC5","TC6","TC7","TC8"
1584,1610,2588,5,10,10,5,0,0,0,0
1585,1611,2587,5,10,10,5,0,0,0,0
1586,1612,2589,5,10,10,5,0,0,0,0
1587,1612,2590,5,10,10,5,0,0,0,0
1588,1613,2591,5,10,10,5,0,0,0,0
1589,1613,2592,5,10,10,5,0,0,0,0
1590,1614,2593,5,10,10,5,0,0,0,0
1591,1614,2594,5,10,10,5,0,0,0,0
1592,1615,2622,249,152,348,0,0,0,0,0
1593,1616,2671,145,156,306,306,0,0,0,0
1594,1617,2670,156,156,312,312,0,0,0,0
1595,1618,2673,158,158,316,315,0,0,0,0
1596,1619,2685,172,236,132,232,0,0,0,0
1597,1620,2708,0,206,0,0,0,0,0,0
1598,1621,2765,199,200,402,404,0,0,0,0
1599,1622,2766,195,189,396,396,0,0,0,0
1600,1623,2759,85,151,125,69,0,0,0,0
1601,1624,2761,86,152,124,68,0,0,0,0
1602,1625,2762,123,176,140,85,0,0,0,0
1603,1626,2757,123,172,140,84,0,0,0,0
1604,1627,0,0,252,0,0,0,0,0,0
1605,1631,0,0,540,0,0,0,0,0,0
1606,1632,0,304,0,124,0,132,336,54,0
1607,1633,2778,51,63,60,42,0,0,0,0
1608,1634,2787,60,84,14,14,0,0,0,0
1609,1635,2779,63,87,30,24,0,0,0,0
1610,1636,2786,64,68,12,28,0,0,0,0
1611,1637,2780,80,116,82,44,0,0,0,0
1612,1638,2785,6,12,6,2,0,0,0,0
1613,1639,2783,10,9,8,7,0,0,0,0
1614,1640,2781,62,77,38,31,0,0,0,0
1615,1641,2782,0,27,11,0,0,0,0,0
1616,1642,2782,34,32,31,20,0,0,0,0
1617,1643,2789,82,106,76,42,0,0,0,0
1618,1644,2788,56,90,90,69,0,0,0,0
1619,1645,2784,6,16,9,9,0,0,0,0
1620,1646,2790,30,30,24,24,0,0,0,0
1621,1647,2788,0,36,36,0,0,0,0,0
1622,1648,2791,7,15,7,7,0,0,0,0
1623,1649,2803,69,99,77,51,0,0,0,0
1624,1650,2805,0,201,150,150,0,0,0,0
1625,1651,2804,76,105,82,43,0,0,0,0
1626,1652,2809,86,106,86,56,0,0,0,0
1627,1653,2807,112,136,112,72,0,0,0,0
1628,1654,2812,138,167,110,71,0,0,0,0
1629,1655,2792,100,200,200,100,0,0,0,0
1630,1655,2793,102,203,203,102,0,0,0,0
1631,1656,2794,203,410,406,207,0,0,0,0
1632,1657,2806,202,402,401,200,0,0,0,0
1633,1658,2796,205,410,409,205,0,0,0,0
1634,1659,2813,16,33,33,16,0,0,0,0
1635,1659,2814,16,32,32,16,0,0,0,0
1636,1659,2815,16,33,33,16,0,0,0,0
1637,1659,2816,16,32,33,16,0,0,0,0
1638,1660,2811,100,118,79,49,0,0,0,0
1639,1661,2810,86,106,86,60,0,0,0,0
1640,1662,2795,102,204,203,101,0,0,0,0
1641,1663,2808,78,105,84,59,0,0,0,0
1642,1664,2836,51,102,102,67,0,0,0,0
1643,1665,2834,51,50,51,52,0,0,0,0
1644,1666,2833,51,71,51,61,0,0,0,0
1645,1667,2835,51,51,50,51,0,0,0,0
1646,1668,2826,200,204,406,409,0,0,0,0
1647,1669,2827,17,34,32,17,0,0,0,0
1648,1669,2829,16,32,32,16,0,0,0,0
1649,1669,2828,17,33,33,19,0,0,0,0
1650,1670,2859,102,135,105,72,0,0,0,0
1651,1671,2797,204,407,401,204,0,0,0,0
1652,1672,2840,107,213,215,111,0,0,0,0
1653,1673,2825,38,185,279,24,0,0,0,0
1654,1674,2861,116,152,96,72,0,0,0,0
1655,1675,2860,113,138,91,63,0,0,0,0
1656,1676,2858,77,58,48,53,0,0,0,0
1657,1677,2857,25,31,26,20,0,0,0,0
1658,1678,2825,166,26,124,383,0,0,0,0
1659,1679,2821,193,386,384,199,0,0,0,0
1660,1680,2858,27,39,22,19,0,0,0,0
1661,1681,2858,0,31,33,1,0,0,0,0
1662,1682,2857,45,51,42,30,0,0,0,0
1663,1683,2799,138,278,274,138,0,0,0,0
1664,1684,2798,101,202,204,99,0,0,0,0
1665,1685,2849,22,44,44,21,0,0,0,0
1666,1685,2849,22,43,44,22,0,0,0,0
1667,1685,2848,22,44,43,22,0,0,0,0
1668,1685,2848,21,44,44,22,0,0,0,0
1669,1685,2847,17,38,28,18,0,0,0,0
1670,1685,2847,17,34,34,17,0,0,0,0
1671,1685,2846,17,30,37,17,0,0,0,0
1672,1685,2846,17,34,34,17,0,0,0,0
1673,1686,2885,0,25,28,20,0,0,0,0
1674,1687,2855,27,62,63,34,0,0,0,0
1675,1687,2855,31,61,65,30,0,0,0,0
1676,1687,2854,19,37,38,19,0,0,0,0
1677,1687,2854,20,38,38,20,0,0,0,0
1678,1687,2856,23,46,45,23,0,0,0,0
1679,1687,2856,22,46,46,23,0,0,0,0
1680,1688,2852,22,48,48,23,0,0,0,0
1681,1688,2850,15,30,30,15,0,0,0,0
1682,1688,2853,19,31,31,19,0,0,0,0
1683,1688,2851,13,28,28,13,0,0,0,0
1684,1689,2800,141,282,280,139,0,0,0,0
1685,1690,2850,15,30,30,15,0,0,0,0
1686,1690,2851,14,28,28,14,0,0,0,0
1687,1690,2852,23,48,48,22,0,0,0,0
1688,1690,2853,19,31,31,19,0,0,0,0
1689,1691,2937,0,0,0,100,0,0,0,0
1690,1692,2936,0,0,0,100,0,0,0,0
1691,1693,2892,33,210,141,22,0,0,0,0
1692,1694,2895,32,202,152,22,0,0,0,0
1693,1695,2896,31,202,151,20,0,0,0,0
1694,1696,2894,32,199,152,21,0,0,0,0
1695,1697,2893,32,202,152,22,0,0,0,0
1696,1698,2899,88,88,44,44,0,0,0,0
1697,1698,2900,44,44,22,22,0,0,0,0
1698,1698,2901,44,44,22,22,0,0,0,0
1699,1698,2926,44,44,22,22,0,0,0,0
1700,1699,2899,88,88,44,44,0,0,0,0
1701,1699,2900,44,44,22,22,0,0,0,0
1702,1699,2901,44,44,22,22,0,0,0,0
1703,1699,2926,44,44,22,22,0,0,0,0
1704,1700,2923,0,39,27,12,0,0,0,0
1705,1701,2922,0,57,42,25,0,0,0,0
1706,1702,2924,0,54,36,18,0,0,0,0
1707,1703,2936,0,0,0,539,0,0,0,0
1708,1705,2937,0,0,0,527,0,0,0,0
1709,1705,,0,0,0,0,0,0,0,0
1710,1706,2937,0,0,0,11,0,0,0,0
1711,1707,2937,0,392,0,80,0,0,0,0
1712,1704,2936,0,315,0,146,0,0,0,0
1713,1708,2937,0,510,338,0,0,0,0,0
1714,1710,2903,429,857,855,427,0,0,0,0
1715,1711,2975,42,84,84,42,0,0,0,0
1716,1711,2976,41,82,82,40,0,0,0,0
1717,1711,2977,42,84,84,42,0,0,0,0
1718,1711,2978,42,83,84,42,0,0,0,0
1719,1711,2979,42,84,84,42,0,0,0,0
1720,1712,2991,416,832,832,416,0,0,0,0
1721,1713,2992,213,430,427,216,0,0,0,0
1722,1714,2985,506,997,1014,508,0,0,0,0
1723,1715,3000,62,72,102,22,0,0,0,0
1724,1716,2983,486,1039,1021,504,0,0,0,0
1725,1717,3013,592,1184,1184,592,0,0,0,0
1726,1718,2986,520,1012,1016,508,0,0,0,0
1727,1719,2984,168,338,341,169,0,0,0,0
1728,1720,2982,154,318,320,44,0,0,0,0
1729,1721,2982,351,702,702,459,0,0,0,0
1730,1723,3004,24,83,40,7,0,0,0,0
1731,1724,3043,5,5,5,0,0,0,0,0
1732,,3016,474,948,948,474,0,0,0,0
1733,1725,3016,474,948,948,474,0,0,0,0
1734,1726,,,,,,0,0,0,0
1735,1727,3039,56,116,116,118,0,0,0,0
1736,1728,3014,408,816,816,408,0,0,0,0
1737,,3015,404,804,810,431,0,0,0,0
1738,1729,3015,404,804,810,431,0,0,0,0
1739,1730,3046,0,0,0,18,0,0,0,0
1740,1731,3047,0,0,0,7,0,0,0,0
1741,1732,3045,0,0,0,12,0,0,0,0
1742,1733,3019,250,510,504,255,0,0,0,0
1743,1734,3052,22,11,0,0,0,0,0,0
1744,1735,3051,20,45,36,0,0,0,0,0
1745,1736,3049,18,72,72,0,0,0,0,0
1746,1737,3079,84,167,169,87,0,0,0,0
1747,1738,3078,85,170,169,85,0,0,0,0
1748,1739,3080,125,125,125,125,0,0,0,0
1749,1740,3076,85,170,170,85,0,0,0,0
1750,1741,3100,50,100,74,25,0,0,0,0
1751,1742,3102,25,50,50,15,0,0,0,0
1752,1743,3103,0,0,118,123,123,0,0,0
1753,1744,3006,33,33,17,17,0,0,0,0
1754,1744,3007,33,33,17,17,0,0,0,0
1755,1744,3008,33,33,17,17,0,0,0,0
1756,1745,3103,123,236,118,0,0,0,0,0
1757,1746,3160,8,2,0,0,0,0,0,0
1758,1746,3161,28,12,0,0,0,0,0,0
1759,1747,3162,0,0,0,10,6,6,0,0
1760,1747,3163,0,0,0,4,12,12,0,0
1761,1748,3105,123,237,237,123,123,0,0,0
1762,1748,3106,123,237,237,123,123,0,0,0
1763,1749,3107,104,104,104,0,0,0,0,0
1764,1750,3120,15,35,25,10,0,0,0,0
1765,1751,3142,51,104,104,52,0,0,0,0
1766,1752,3143,44,89,88,46,0,0,0,0
1767,1753,3141,52,104,104,52,0,0,0,0
1768,1754,3157,10,0,0,0,0,0,0,0
1769,1755,3155,10,0,0,15,0,0,0,0
1770,1756,3154,12,36,36,27,0,0,0,0
1771,1757,3153,5,0,0,10,0,0,0,0
1772,1758,3152,0,0,0,6,0,0,0,0
1773,1759,3148,5,29,62,44,0,0,0,0
1774,1760,3146,75,21,8,0,0,0,0,0
1775,1761,3145,22,44,76,0,0,0,0,0
1776,1762,3144,84,22,0,0,0,0,0,0
1777,1763,3140,123,237,237,123,123,0,0,0
1778,1764,3139,0,0,0,6,0,0,0,0
1779,1765,3138,63,153,114,84,0,0,0,0
1780,1766,3137,96,213,204,153,0,0,0,0
1781,1767,3136,43,123,135,114,0,0,0,0
1782,1768,3135,69,69,153,123,0,0,0,0
1783,1769,3133,6,0,0,16,0,0,0,0
1784,1770,3132,6,32,37,37,0,0,0,0
1785,1771,3131,6,0,0,11,0,0,0,0
1786,1772,3130,0,0,0,11,0,0,0,0
1787,1773,3121,0,0,0,6,0,0,0,0
1788,1774,3122,11,0,0,48,0,0,0,0
1789,1775,3123,7,0,0,21,0,0,0,0
1790,1776,3124,57,0,15,83,0,0,0,0
1791,1777,3125,0,0,0,46,0,0,0,0
1792,1778,3112,21,15,5,0,0,0,0,0
1793,1778,3113,21,15,6,0,0,0,0,0
1794,1779,3118,0,0,0,15,16,20,20,0
1795,1779,3119,0,0,0,15,16,19,20,0
1796,1780,3165,117,228,117,0,0,0,0,0
1797,1781,3190,269,269,269,269,0,0,0,0
1798,1781,3191,252,259,245,251,0,0,0,0
1799,1781,3192,142,142,142,142,0,0,0,0
1800,1781,3218,28,28,28,28,0,0,0,0
1801,1781,3219,9,9,9,9,0,0,0,0
1802,1782,3193,269,269,266,268,0,0,0,0
1803,1782,3194,251,248,254,253,0,0,0,0
1804,1782,3195,141,141,143,142,0,0,0,0
1805,1782,3216,28,28,28,28,0,0,0,0
1806,1782,3217,9,9,9,9,0,0,0,0
1807,1783,3196,269,269,269,269,0,0,0,0
1808,1783,3198,150,138,140,139,0,0,0,0
1809,1783,3197,256,258,248,244,0,0,0,0
1810,1783,3215,9,9,9,9,0,0,0,0
1811,1783,3214,28,28,28,28,0,0,0,0
1812,1784,3222,48,96,96,48,0,0,0,0
1813,1785,3224,209,418,418,209,0,0,0,0
1814,1786,3223,209,418,418,209,0,0,0,0
1815,1787,3220,144,288,288,144,0,0,0,0
1816,1787,3221,132,264,264,132,0,0,0,0
1817,1788,3209,134,270,260,130,0,0,0,0
1818,1789,3208,138,261,264,129,0,0,0,0
1819,1790,3207,132,265,264,132,0,0,0,0
1820,1791,3204,55,110,110,55,0,0,0,0
1821,1791,3205,55,110,110,55,0,0,0,0
1822,1791,3206,55,110,110,55,0,0,0,0
1823,1791,3205,10,16,15,9,0,0,0,0
1824,1792,3200,101,202,202,101,0,0,0,0
1825,1792,3201,149,298,298,149,0,0,0,0
1826,1792,3202,93,186,186,93,0,0,0,0
1827,1792,3203,99,198,198,99,0,0,0,0
1828,1792,3203,40,81,77,41,0,0,0,0
1829,1793,3199,9,57,70,82,38,0,0,0
1830,1794,3251,24,24,24,24,0,0,0,0
1831,1794,3248,23,23,23,22,0,0,0,0
1832,1794,3250,22,22,22,22,0,0,0,0
1833,1794,3249,33,33,33,33,0,0,0,0
1834,1797,3252,22,24,22,23,0,0,0,0
1835,1797,3254,22,22,22,22,0,0,0,0
1836,1797,3253,32,33,33,33,0,0,0,0
1837,1798,3255,17,34,34,17,0,0,0,0
1838,1798,3257,10,20,20,10,0,0,0,0
1839,1798,3256,28,54,55,29,0,0,0,0
1840,1799,3210,42,83,83,39,0,0,0,0
1841,1799,3211,41,84,84,42,0,0,0,0
1842,1799,3212,40,83,84,42,0,0,0,0
1843,1799,3213,20,48,39,20,0,0,0,0
1844,1800,3281,68,68,156,126,0,0,0,0
1845,1801,3282,42,126,136,114,0,0,0,0
1846,1802,3283,93,216,204,156,0,0,0,0
1847,1803,3284,63,156,115,85,0,0,0,0
1848,1804,3265,12,6,2,0,0,0,0,0
1849,1805,3267,0,0,0,0,0,12,0,0
1850,1806,3269,15,8,4,4,0,0,0,0
1851,1807,3270,12,6,6,0,0,0,0,0
1852,1808,3271,2,4,0,0,0,0,0,0
1853,1809,3272,0,6,0,0,0,0,0,0
1854,1810,3318,180,360,180,0,0,0,0,0
1855,1811,3336,18,36,36,17,0,0,0,0
1856,1811,3337,18,36,36,18,0,0,0,0
1857,1811,3337,18,36,36,18,0,0,0,0
1858,1812,3332,18,36,36,18,0,0,0,0
1859,1812,3333,18,36,36,18,0,0,0,0
1860,1812,3334,18,36,36,18,0,0,0,0
1861,1812,3335,,,,,0,0,0,0
1862,1813,3328,18,36,36,18,0,0,0,0
1863,1813,3329,18,36,36,18,0,0,0,0
1864,1813,3330,18,36,36,18,0,0,0,0
1865,1813,3330,18,36,36,18,0,0,0,0
1866,1814,3324,10,10,0,0,0,0,0,0
1867,1814,3325,10,10,0,0,0,0,0,0
1868,1815,3323,20,16,0,0,0,0,0,0
1869,1816,3341,148,296,296,148,148,0,0,0
1870,1819,3355,148,296,296,148,148,0,0,0
1871,1820,3356,148,296,296,148,148,0,0,0
1872,1821,3340,148,296,296,148,148,0,0,0
1873,1823,3367,41,46,306,306,206,102,31,11
1874,1822,0,62,57,306,306,206,118,31,0
1875,1824,3345,216,216,216,108,108,0,0,0
1876,1825,3449,84,168,168,168,168,84,84,0
1877,1826,3453,231,231,231,231,0,0,0,0
1878,1827,3454,,0,0,0,0,0,0,0
1879,1828,3451,112,224,224,224,224,112,112,0
1880,1829,3452,305,305,305,305,0,0,0,0
1881,1830,3518,26,62,78,0,0,0,0,0
1882,1831,3517,60,20,10,0,0,0,0,0
1883,1832,3516,48,48,24,0,0,0,0,0
1884,1833,3514,22,59,30,0,0,0,0,0
1885,1834,3511,20,40,40,0,0,0,0,0
1886,1835,3516,48,48,24,0,0,0,0,0
1887,1836,3515,20,67,32,0,0,0,0,0
1888,1837,3512,11,28,30,0,0,0,0,0
1889,1837,3513,9,30,29,0,0,0,0,0
1890,1838,3473,69,69,156,123,0,0,0,0
1891,1839,3474,41,121,132,111,0,0,0,0
1892,1840,3475,92,216,204,152,0,0,0,0
1893,1841,3476,65,152,112,85,0,0,0,0
1894,1842,3570,102,357,255,0,0,0,0,0
1895,,3581,45,48,12,0,0,0,0,0
1896,1843,3581,45,48,12,0,0,0,0,0
1897,1844,3523,83,166,166,166,166,83,83,0
1898,1845,3520,102,204,204,204,204,102,102,0
1899,1846,3539,120,240,240,240,240,120,120,0
1900,1847,3540,94,188,188,188,188,94,94,0
1901,1848,3542,93,186,186,186,186,93,93,0
1902,1849,3542,9,18,18,18,18,9,9,0
1903,1850,3592,279,279,279,279,0,0,0,0
1904,1851,3541,101,202,202,202,202,101,101,0
1905,1852,3546,59,118,118,118,118,59,59,0
1906,1853,3622,90,0,0,0,0,0,0,0
1907,1854,3543,35,70,70,70,70,35,35,0
1908,1854,3543,52,104,104,104,104,52,52,0
1909,1855,3590,231,231,231,231,0,0,0,0
1910,1856,3586,0,0,0,0,0,0,0,0
1911,1857,3596,100,200,300,200,100,0,0,0
1912,1857,3596,20,40,60,40,20,0,0,0
1913,1859,3603,372,372,750,750,0,0,0,0
1914,1860,3832,53,84,106,84,0,0,0,0
1916,1861,3907,144,144,144,144,0,0,0,0
1917,1861,3908,72,72,72,72,0,0,0,0
1918,1862,3901,552,552,276,0,0,0,0,0
1919,1866,4038,0,108,108,0,0,0,0,0
1920,1867,4600,58,58,103,103,0,0,0,0
1921,1868,4781,152,152,152,152,0,0,0,0
1922,1869,4950,113,112,224,223,0,0,0,0
1923,1870,4950,0,0,0,1,0,0,0,0
1924,1871,4998,73,146,142,146,73,0,0,0
1925,1871,4999,15,30,30,30,15,0,0,0
1926,1872,5074,327,408,482,0,0,0,0,0
1927,1873,15,1,1,0,0,0,0,0,0
1928,1874,16,11,0,0,0,0,0,0,0
1929,1875,16,111,0,0,0,0,0,0,0
1930,1876,18,100,100,120,100,0,0,0,0
1931,1877,1804,30,30,30,30,0,0,0,0
1932,,1845,11,0,0,0,0,0,0,0
1933,1878,1845,12,0,0,0,0,0,0,0
1934,,1845,13,0,0,0,0,0,0,0
1935,1879,1843,10,0,0,0,0,0,0,0
1936,1880,1843,1,0,0,0,0,0,0,0
1938,1882,5260,219,255,198,150,0,0,0,0
1939,1881,5113,132,225,247,224,151,0,0,0
1940,1883,5113,3,2,2,0,2,0,0,0
1941,1885,5219,510,510,510,510,0,0,0,0
1942,1886,5309,26,108,36,16,0,0,0,0
1945,1887,5115,141,228,250,230,168,0,0,0
1946,1888,5261,257,284,164,115,0,0,0,0
1947,1889,5215,515,515,515,514,0,0,0,0
1948,1890,5242,26,52,52,26,0,0,0,0
1949,1890,5246,25,50,52,25,0,0,0,0
1950,1890,5247,25,50,52,25,0,0,0,0
1951,1891,5218,307,309,309,308,0,0,0,0
1952,1892,5220,510,510,510,510,0,0,0,0
1953,1893,5284,95,84,32,0,0,0,0,0
1954,1894,5284,19,3,4,0,0,0,0,0
1955,1895,5214,460,0,115,460,0,0,0,0
1956,1896,5213,306,306,306,306,0,0,0,0
1957,1897,5179,409,314,220,0,0,0,0,0
1958,1898,5311,94,100,43,32,0,0,0,0
1959,1899,5264,58,58,116,58,58,0,0,0
1960,1899,5264,58,58,116,58,58,0,0,0
1961,1899,5265,75,150,150,150,75,0,0,0
1962,1899,5265,65,130,130,130,65,0,0,0
1963,1900,5266,58,58,116,58,58,0,0,0
1964,1900,5266,58,58,116,58,58,0,0,0
1965,1900,5267,75,150,150,150,75,0,0,0
1966,1900,5267,57,114,114,114,57,0,0,0
1967,1900,5267,18,36,36,36,18,0,0,0
1968,1901,5289,165,188,130,0,0,0,0,0
1969,1888,5261,0,0,0,0,0,0,0,0
1970,1888,0,0,0,0,0,0,0,0,0
1972,1902,5214,0,460,345,0,0,0,0,0
1973,1903,5290,725,725,725,0,0,0,0,0
1974,1904,5221,488,488,488,488,0,0,0,0
1975,1905,5262,58,58,116,58,58,0,0,0
1976,1905,5262,58,58,116,58,58,0,0,0
1977,1905,5263,100,200,200,200,100,0,0,0
1978,1905,5263,68,136,136,136,68,0,0,0
1979,1905,5263,32,64,64,64,32,0,0,0
1980,1906,5415,75,62,0,0,0,0,0,0
1981,1907,5268,58,58,116,58,58,0,0,0
1982,1907,5268,58,58,116,58,58,0,0,0
1983,1907,5269,78,156,156,156,78,0,0,0
1984,1907,5269,42,84,84,84,42,0,0,0
1985,1907,5269,19,38,38,38,19,0,0,0
1986,1908,5278,58,58,116,58,58,0,0,0
1987,1908,5278,58,58,116,58,58,0,0,0
1988,1908,5279,55,110,110,110,55,0,0,0
1989,1908,5279,62,124,124,124,62,0,0,0
1990,1909,5272,116,116,232,116,116,0,0,0
1991,1909,5273,60,120,60,120,60,0,0,0
1993,1910,5324,180,262,384,0,0,0,0,0
1994,1911,5322,155,256,411,0,0,0,0,0
1995,1912,5344,122,122,122,122,0,0,0,0
1996,1913,5274,73,73,146,73,73,0,0,0
1997,1913,5274,43,43,86,43,42,0,0,0
1998,1913,5275,94,188,187,188,94,0,0,0
1999,1913,5275,41,82,82,79,41,0,0,0
2000,1914,5321,214,214,214,214,0,0,0,0
2001,1915,5339,122,122,122,122,0,0,0,0
2002,1915,5340,122,122,122,122,0,0,0,0
2003,1916,5319,306,306,306,306,0,0,0,0
2004,1917,5341,122,122,122,122,0,0,0,0
2005,1918,5488,0,72,84,82,0,0,0,0
2006,1919,5282,338,338,0,0,0,0,0,0
2007,1920,5282,0,0,507,169,0,0,0,0
2008,1921,5347,108,108,216,216,0,0,0,0
2009,1922,5337,122,122,122,122,0,0,0,0
2010,1923,5282,0,0,0,338,338,169,0,0
2011,1924,5319,306,306,306,306,0,0,0,0
2012,1925,5347,108,108,216,216,0,0,0,0
2013,1926,5342,122,122,122,122,0,0,0,0
2014,1926,5343,122,122,122,122,0,0,0,0
2015,1927,5328,102,194,204,102,0,0,0,0
2016,1927,5329,102,193,194,101,0,0,0,0
2017,1928,5283,170,170,255,255,170,85,0,0
2018,1928,5283,168,168,252,252,168,84,0,0
2019,1929,5276,110,110,219,109,109,0,0,0
2020,1929,5276,6,6,12,6,6,0,0,0
2022,1929,5277,130,260,256,258,130,0,0,0
2024,1930,5280,244,369,487,370,243,0,0,0
2025,1931,5270,116,116,232,116,116,0,0,0
2026,1931,5271,104,207,207,208,104,0,0,0
2027,1932,5303,123,0,0,0,0,0,0,0
2028,1933,5303,122,122,244,122,122,0,0,0
2029,1933,5304,44,88,44,88,44,0,0,0
2030,1934,5291,270,270,180,180,0,0,0,0
2031,1934,5291,279,279,186,186,0,0,0,0
2032,1935,5292,356,356,356,356,0,0,0,0
2033,1936,5312,63,63,63,63,63,126,63,63
2034,1936,5313,15,15,15,15,16,30,15,15
2036,1936,5313,0,0,0,66,66,132,0,0
2037,1936,5313,0,0,0,42,42,84,0,0
2038,1937,5356,198,198,198,198,0,0,0,0
2039,1938,5354,312,312,312,312,0,0,0,0
2040,1939,5465,99,297,297,198,99,0,0,0
2041,1939,5465,9,27,27,18,9,0,0,0
2042,1940,5466,116,348,232,232,116,0,0,0
2043,1941,5314,78,78,78,78,78,156,78,78
2044,1941,0,0,0,0,111,111,222,0,0
2045,1942,5489,64,42,0,32,0,0,0,0
2047,1943,5465,99,294,201,0,0,0,0,0
2048,1944,5465,0,3,96,198,99,0,0,0
2049,1944,5465,9,27,27,18,9,0,0,0
2050,1945,5353,82,82,82,82,0,0,0,0
2051,1945,5353,82,82,82,82,0,0,0,0
2052,1945,5353,82,82,82,82,0,0,0,0
2053,1946,5597,8,28,28,0,38,46,23,0
2054,1947,5596,10,22,20,26,0,40,50,4
2055,1948,5576,8,8,6,4,0,0,0,0
2056,1948,5577,8,8,6,4,0,0,0,0
2057,1948,5578,8,8,6,4,0,0,0,0
2058,1948,5579,8,8,6,4,0,0,0,0
2059,1949,5572,3,3,8,8,8,0,0,0
2060,1949,5573,3,3,8,8,8,0,0,0
2061,1949,5574,3,3,8,8,8,0,0,0
2062,1949,5575,3,3,8,8,8,0,0,0
2063,1950,5567,32,6,14,0,0,0,0,0
2064,1950,5568,4,6,2,2,0,0,0,0
2065,1950,5569,4,6,2,2,0,0,0,0
2066,1950,5570,4,6,2,2,0,0,0,0
2067,1950,5571,4,6,2,2,0,0,0,0
2068,1951,5562,10,10,0,6,26,0,0,0
2069,1951,5563,0,0,7,6,6,0,0,0
2070,1951,5564,0,0,7,6,6,0,0,0
2071,1951,5565,0,0,7,6,6,0,0,0
2072,1951,5566,0,0,5,6,6,0,0,0
2073,1952,5469,103,206,412,206,103,0,0,0
2074,1952,5470,0,84,168,84,0,0,0,0
2075,1954,5362,123,123,123,123,0,0,0,0
2076,1955,5549,104,208,416,208,104,0,0,0
2077,1956,5473,108,216,432,215,108,0,0,0
2078,1956,5474,0,107,214,108,0,0,0,0
2079,1957,5427,510,510,510,510,0,0,0,0
2080,1958,5425,511,511,511,511,0,0,0,0
2081,1959,5471,104,208,416,208,104,0,0,0
2082,1959,5472,0,82,165,82,0,0,0,0
2083,1953,5467,51,114,228,114,57,0,0,0
2084,1953,5467,51,102,204,102,51,0,0,0
2085,1953,5468,0,124,248,124,0,0,0,0
2086,1960,5429,370,370,370,370,0,0,0,0
2087,1961,5428,510,510,510,510,0,0,0,0
2088,1962,5485,83,83,83,83,83,166,166,83
2089,1962,5486,0,0,0,0,0,192,96,96
2090,1962,5486,0,0,0,0,0,20,10,10
2091,1963,5430,368,368,368,368,0,0,0,0
2092,1964,5416,4,4,4,4,8,4,4,0
2093,1964,5416,24,24,24,24,48,24,24,0
2094,1964,5416,27,27,27,27,54,27,27,0
2095,1964,5416,21,21,21,21,42,21,21,0
2096,1964,5416,8,8,8,8,16,8,8,0
2097,1964,5416,14,14,14,14,28,14,14,0
2098,1964,5416,14,14,14,14,28,14,14,0
2099,1964,5417,0,0,31,62,31,31,31,0
2100,1966,5559,232,308,356,0,0,0,0,0
2101,1967,5442,253,683,746,575,254,0,0,0
2102,1968,5362,123,123,123,123,0,0,0,0
2103,1969,5363,123,123,123,123,0,0,0,0
2104,1970,5647,281,30,0,0,0,0,0,0
2105,1971,5365,124,124,124,124,0,0,0,0
2106,1972,5424,408,408,408,408,0,0,0,0
2107,1973,5576,8,0,0,0,0,0,0,0
2108,1973,5577,8,0,0,0,0,0,0,0
2109,1973,5578,8,0,0,0,0,0,0,0
2110,1973,5579,8,0,0,0,0,0,0,0
2111,1974,5448,296,758,823,648,297,0,0,0
2112,1974,5449,2,5,8,5,1,0,0,0
2113,1974,5450,1,0,4,0,1,0,0,0
2114,1975,5387,77,77,77,77,0,0,0,0
2115,1975,5387,77,77,77,77,0,0,0,0
2116,1976,5365,124,124,124,124,0,0,0,0
2117,1976,5363,123,123,123,123,0,0,0,0
2118,1978,5451,198,394,390,352,186,0,0,0
2119,1978,5452,0,1,6,22,3,0,0,0
2120,1978,5453,0,0,0,0,7,0,0,0
2121,1978,5451,142,454,516,360,144,0,0,0
2122,1978,5452,7,13,14,0,5,0,0,0
2123,1979,5409,82,82,80,82,0,0,0,0
2124,1979,5409,82,82,82,82,0,0,0,0
2125,1979,5409,82,82,82,82,0,0,0,0
2126,1979,,0,0,0,0,0,0,0,0
2127,1980,5384,77,77,77,77,0,0,0,0
2128,1980,5384,77,77,77,77,0,0,0,0
2129,1980,5386,76,76,76,76,0,0,0,0
2130,1980,5386,76,76,76,76,0,0,0,0
2131,1980,5388,77,77,77,77,0,0,0,0
2132,1980,5388,77,77,77,77,0,0,0,0
2133,1980,5385,44,44,44,44,0,0,0,0
2134,1980,5385,44,44,44,44,0,0,0,0
2135,1981,5418,112,112,112,112,224,112,112,0
2136,1981,5419,0,0,31,62,31,31,31,0
2137,1982,5445,127,427,488,319,127,0,0,0
2138,1982,5445,253,505,0,298,254,0,0,0
2139,1982,5446,0,2,0,0,0,0,0,0
2140,1982,5445,0,0,426,206,0,0,0,0
2141,1982,5447,0,0,81,0,0,0,0,0
2142,1982,5447,0,0,0,2,0,0,0,0
2143,1983,5485,76,77,76,159,160,290,228,149
2144,1984,5609,106,106,106,0,0,0,0,0
2145,1984,5609,106,106,106,0,0,0,0,0
2146,1984,,0,0,0,0,0,0,0,0
2147,1984,,0,0,0,0,0,0,0,0
2148,1984,,0,0,0,0,0,0,0,0
2149,1984,,0,0,0,0,0,0,0,0
2150,1985,5561,320,240,240,0,0,0,0,0
2151,1985,5561,320,240,240,0,0,0,0,0
