"IdIP_Productiv","Fecha","IdIp_Personal","IdIp_Actividades","CantidadAct","HorasTrabajadas"
1197,22/06/2009 00:00:00,4,7,2,9
1198,22/06/2009 00:00:00,5,19,3,9
1199,22/06/2009 00:00:00,5,7,2,9
1200,22/06/2009 00:00:00,6,8,6,9
1201,22/06/2009 00:00:00,6,3,4,9
1202,22/06/2009 00:00:00,6,7,0,9
1203,22/06/2009 00:00:00,6,14,15,9
1204,22/06/2009 00:00:00,1,12,2,9
1205,23/06/2009 00:00:00,1,12,3,9
1206,23/06/2009 00:00:00,2,12,2,9
1207,23/06/2009 00:00:00,3,12,2,9
1208,23/06/2009 00:00:00,4,19,2,9
1209,23/06/2009 00:00:00,4,7,3,9
1210,23/06/2009 00:00:00,4,21,2,9
1211,23/06/2009 00:00:00,5,19,3,9
1212,23/06/2009 00:00:00,5,7,2,9
1213,23/06/2009 00:00:00,6,3,3,9
1214,23/06/2009 00:00:00,6,7,3,9
1215,23/06/2009 00:00:00,6,5,30,9
1216,24/06/2009 00:00:00,5,4,12,9
1217,24/06/2009 00:00:00,4,4,12,9
1218,24/06/2009 00:00:00,1,12,3,9
1219,24/06/2009 00:00:00,2,12,3,9
1220,24/06/2009 00:00:00,3,4,5,9
1221,24/06/2009 00:00:00,6,3,5,9
1222,24/06/2009 00:00:00,6,6,1,9
1223,24/06/2009 00:00:00,6,14,15,9
1224,24/06/2009 00:00:00,3,12,1,9
1225,25/06/2009 00:00:00,1,12,3,9
1226,25/06/2009 00:00:00,2,12,3,9
1227,25/06/2009 00:00:00,3,12,3,9
1228,25/06/2009 00:00:00,4,19,2,9
1229,25/06/2009 00:00:00,4,7,3,9
1230,25/06/2009 00:00:00,5,7,3,9
1231,25/06/2009 00:00:00,5,19,2,9
1232,25/06/2009 00:00:00,5,4,1,9
1233,25/06/2009 00:00:00,6,3,6,9
1234,25/06/2009 00:00:00,6,10,5,9
1235,25/06/2009 00:00:00,6,14,10,9
1236,26/06/2009 00:00:00,1,12,3,9
1237,26/06/2009 00:00:00,2,12,3,9
1238,26/06/2009 00:00:00,3,12,3,9
1239,26/06/2009 00:00:00,4,19,4,9
1240,26/06/2009 00:00:00,5,19,3,9
1241,26/06/2009 00:00:00,5,4,2,9
1242,26/06/2009 00:00:00,6,7,4,9
1243,29/06/2009 00:00:00,1,12,3,9
1244,29/06/2009 00:00:00,2,12,3,9
1245,29/06/2009 00:00:00,3,4,4,9
1246,29/06/2009 00:00:00,3,12,2,9
1247,29/06/2009 00:00:00,3,15,10,9
1248,29/06/2009 00:00:00,4,4,1,9
1249,29/06/2009 00:00:00,4,8,2,9
1250,29/06/2009 00:00:00,4,18,7,9
1251,29/06/2009 00:00:00,4,19,3,9
1252,29/06/2009 00:00:00,5,19,3,9
1253,29/06/2009 00:00:00,5,4,4,9
1254,29/06/2009 00:00:00,6,3,0,9
1255,29/06/2009 00:00:00,6,7,,9
1256,30/06/2009 00:00:00,1,12,3,9
1257,30/06/2009 00:00:00,2,12,2,9
1258,30/06/2009 00:00:00,3,12,2,9
1259,30/06/2009 00:00:00,4,8,3,9
1260,30/06/2009 00:00:00,4,6,13,9
1261,30/06/2009 00:00:00,4,1,1,9
1262,30/06/2009 00:00:00,4,21,1,9
1263,30/06/2009 00:00:00,5,4,4,9
1264,30/06/2009 00:00:00,5,19,3,9
1265,30/06/2009 00:00:00,6,4,10,9
1266,30/06/2009 00:00:00,6,7,1,9
1267,30/06/2009 00:00:00,6,8,6,9
1268,30/06/2009 00:00:00,6,14,6,9
1269,02/07/2009 00:00:00,1,12,3,9
1270,02/07/2009 00:00:00,2,12,3,9
1271,02/07/2009 00:00:00,3,12,2,9
1272,02/07/2009 00:00:00,4,19,4,9
1273,02/07/2009 00:00:00,5,19,4,9
1274,02/07/2009 00:00:00,6,3,13,9
1275,03/07/2009 00:00:00,6,3,8,8
1276,03/07/2009 00:00:00,1,12,3,9
1277,03/07/2009 00:00:00,3,12,3,9
1278,03/07/2009 00:00:00,5,9,4,9
1279,03/07/2009 00:00:00,5,7,2,9
1280,03/07/2009 00:00:00,2,12,2,9
1281,03/07/2009 00:00:00,4,9,3,9
1282,03/07/2009 00:00:00,4,7,2,9
1283,03/07/2009 00:00:00,4,21,1,9
1284,03/07/2009 00:00:00,4,20,2,9
1285,06/07/2009 00:00:00,1,12,3,9
1286,06/07/2009 00:00:00,2,12,2,9
1287,06/07/2009 00:00:00,3,12,2,9
1288,06/07/2009 00:00:00,4,4,3,9
1289,06/07/2009 00:00:00,4,8,2,9
1290,06/07/2009 00:00:00,4,18,2,9
1291,06/07/2009 00:00:00,4,19,2,9
1292,06/07/2009 00:00:00,5,4,3,6
1293,06/07/2009 00:00:00,5,9,2,6
1294,06/07/2009 00:00:00,5,18,1,6
1295,06/07/2009 00:00:00,6,3,10,9
1296,07/07/2009 00:00:00,1,12,3,9
1297,07/07/2009 00:00:00,2,12,1,9
1298,07/07/2009 00:00:00,2,12,1,9
1299,07/07/2009 00:00:00,3,4,7,9
1300,07/07/2009 00:00:00,3,5,10,9
1301,07/07/2009 00:00:00,4,5,10,9
1302,07/07/2009 00:00:00,4,8,2,9
1303,07/07/2009 00:00:00,4,18,3,9
1304,07/07/2009 00:00:00,4,21,1,9
1305,07/07/2009 00:00:00,4,9,1,9
1306,07/07/2009 00:00:00,4,19,2,9
1307,07/07/2009 00:00:00,5,19,3,9
1308,08/07/2009 00:00:00,1,12,3,9
1309,08/07/2009 00:00:00,2,12,2,9
1310,08/07/2009 00:00:00,3,12,2,9
1311,08/07/2009 00:00:00,3,4,2,9
1312,08/07/2009 00:00:00,4,4,4,9
1313,08/07/2009 00:00:00,4,19,2,9
1314,08/07/2009 00:00:00,5,4,1,9
1315,08/07/2009 00:00:00,5,19,2,9
1316,08/07/2009 00:00:00,5,9,4,9
1317,08/07/2009 00:00:00,6,14,16,9
1318,08/07/2009 00:00:00,6,7,1,9
1319,08/07/2009 00:00:00,6,8,12,9
1320,09/07/2009 00:00:00,1,12,2,9
1321,09/07/2009 00:00:00,2,12,3,9
1322,09/07/2009 00:00:00,4,4,1,9
1323,09/07/2009 00:00:00,4,9,1,9
1324,09/07/2009 00:00:00,4,19,3,9
1325,09/07/2009 00:00:00,4,20,1,9
1326,09/07/2009 00:00:00,5,4,3,9
1327,09/07/2009 00:00:00,5,19,2,9
1328,09/07/2009 00:00:00,5,9,1,9
1329,09/07/2009 00:00:00,6,3,2,9
1330,09/07/2009 00:00:00,6,14,10,9
1331,09/07/2009 00:00:00,6,7,2,9
1332,09/07/2009 00:00:00,3,4,6,9
1333,09/07/2009 00:00:00,3,5,10,9
1334,09/07/2009 00:00:00,1,12,1,9
1335,10/07/2009 00:00:00,6,7,3,9
1336,10/07/2009 00:00:00,6,14,2,9
1337,10/07/2009 00:00:00,6,8,6,9
1338,10/07/2009 00:00:00,1,12,2,9
1339,10/07/2009 00:00:00,4,4,3,9
1340,10/07/2009 00:00:00,4,5,35,9
1341,10/07/2009 00:00:00,4,17,1,9
1342,10/07/2009 00:00:00,4,20,1,9
1343,10/07/2009 00:00:00,4,16,1,9
1344,10/07/2009 00:00:00,2,4,3,9
1345,10/07/2009 00:00:00,2,12,3,9
1346,10/07/2009 00:00:00,5,4,2,9
1347,10/07/2009 00:00:00,5,19,1,9
1348,10/07/2009 00:00:00,5,20,1,9
1349,10/07/2009 00:00:00,6,2,6,9
1350,10/07/2009 00:00:00,1,12,1,9
1351,13/07/2009 00:00:00,1,12,3,9
1352,13/07/2009 00:00:00,2,12,2,9
1353,13/07/2009 00:00:00,4,19,3,9
1354,13/07/2009 00:00:00,4,20,1,9
1355,13/07/2009 00:00:00,4,22,1,9
1356,13/07/2009 00:00:00,5,4,2,9
1357,13/07/2009 00:00:00,5,19,2,9
1358,13/07/2009 00:00:00,3,12,3,9
1359,13/07/2009 00:00:00,6,3,5,9
1360,13/07/2009 00:00:00,6,7,1,9
1361,14/07/2009 00:00:00,6,3,5,9
1362,14/07/2009 00:00:00,6,7,1,9
1363,14/07/2009 00:00:00,5,4,2,9
1364,14/07/2009 00:00:00,5,19,3,9
1365,14/07/2009 00:00:00,3,4,10,9
1366,14/07/2009 00:00:00,1,12,2,9
1367,14/07/2009 00:00:00,4,6,13,9
1368,14/07/2009 00:00:00,4,19,1,9
1369,14/07/2009 00:00:00,2,12,2,9
1370,15/07/2009 00:00:00,3,4,8,9
1371,15/07/2009 00:00:00,2,12,3,9
1372,15/07/2009 00:00:00,1,12,3,9
1373,15/07/2009 00:00:00,4,6,19,9
1374,15/07/2009 00:00:00,5,19,3,9
1375,15/07/2009 00:00:00,5,4,2,9
1376,15/07/2009 00:00:00,5,6,4,9
1377,15/07/2009 00:00:00,6,3,6,9
1378,16/07/2009 00:00:00,6,3,9,9
1379,16/07/2009 00:00:00,1,12,3,9
1380,16/07/2009 00:00:00,5,4,2,9
1381,16/07/2009 00:00:00,5,19,3,9
1382,16/07/2009 00:00:00,5,20,1,9
1383,16/07/2009 00:00:00,3,4,10,9
1384,16/07/2009 00:00:00,2,12,3,9
1385,16/07/2009 00:00:00,4,6,14,9
1386,16/07/2009 00:00:00,4,8,3,9
1387,17/07/2009 00:00:00,1,12,3,9
1388,17/07/2009 00:00:00,2,12,3,9
1389,17/07/2009 00:00:00,3,4,3,9
1390,17/07/2009 00:00:00,3,12,2,9
1391,17/07/2009 00:00:00,5,19,4,9
1392,17/07/2009 00:00:00,5,9,1,9
1393,17/07/2009 00:00:00,5,5,6,9
1394,17/07/2009 00:00:00,4,6,14,9
1395,17/07/2009 00:00:00,4,8,3,9
1396,17/07/2009 00:00:00,6,3,5,9
1397,17/07/2009 00:00:00,6,7,1,9
1398,17/07/2009 00:00:00,6,8,7,9
1399,17/07/2009 00:00:00,6,10,10,9
1400,20/07/2009 00:00:00,2,12,2,9
1401,20/07/2009 00:00:00,4,6,9,9
1402,20/07/2009 00:00:00,4,4,3,9
1403,20/07/2009 00:00:00,4,19,1,9
1404,20/07/2009 00:00:00,2,12,3,9
1405,20/07/2009 00:00:00,3,12,2,9
1406,20/07/2009 00:00:00,6,3,9,9
1407,20/07/2009 00:00:00,6,8,3,9
1408,21/07/2009 00:00:00,3,4,8,9
1409,21/07/2009 00:00:00,2,12,2,9
1410,21/07/2009 00:00:00,2,4,1,9
1411,21/07/2009 00:00:00,1,12,3,9
1412,21/07/2009 00:00:00,6,3,6,9
1413,21/07/2009 00:00:00,5,7,1,9
1414,21/07/2009 00:00:00,6,10,5,9
1415,21/07/2009 00:00:00,5,19,4,9
1416,22/07/2009 00:00:00,4,6,14,9
1417,22/07/2009 00:00:00,5,19,4,9
1418,22/07/2009 00:00:00,2,12,3,9
1419,22/07/2009 00:00:00,1,12,3,9
1420,22/07/2009 00:00:00,3,4,5,9
1421,22/07/2009 00:00:00,6,7,7,9
1422,22/07/2009 00:00:00,6,10,7,9
1423,22/07/2009 00:00:00,6,14,12,9
1424,23/07/2009 00:00:00,2,12,2,9
1425,23/07/2009 00:00:00,2,4,6,9
1426,23/07/2009 00:00:00,5,19,4,9
1427,23/07/2009 00:00:00,4,19,4,9
1428,23/07/2009 00:00:00,1,12,3,9
1429,23/07/2009 00:00:00,3,4,5,4
1430,23/07/2009 00:00:00,6,7,5,8
1431,23/07/2009 00:00:00,6,8,3,8
1432,23/07/2009 00:00:00,6,14,16,8
1433,24/07/2009 00:00:00,1,12,3,9
1434,24/07/2009 00:00:00,2,12,2,9
1435,24/07/2009 00:00:00,2,4,1,9
1436,24/07/2009 00:00:00,4,19,3,9
1437,24/07/2009 00:00:00,5,19,4,9
1438,24/07/2009 00:00:00,3,12,2,9
1439,24/07/2009 00:00:00,3,4,3,9
1440,24/07/2009 00:00:00,6,8,7,9
1441,24/07/2009 00:00:00,6,7,4,9
1442,24/07/2009 00:00:00,6,14,8,9
1443,27/07/2009 00:00:00,4,19,3,9
1444,27/07/2009 00:00:00,4,1,1,9
1445,27/07/2009 00:00:00,2,12,2,9
1446,27/07/2009 00:00:00,2,4,1,9
1447,27/07/2009 00:00:00,1,12,3,9
1448,27/07/2009 00:00:00,3,4,9,9
1449,27/07/2009 00:00:00,6,14,12,9
1450,27/07/2009 00:00:00,6,7,5,9
1451,27/07/2009 00:00:00,6,8,4,9
1452,27/07/2009 00:00:00,5,19,4,9
1453,28/07/2009 00:00:00,6,7,5,9
1454,28/07/2009 00:00:00,6,8,4,9
1455,28/07/2009 00:00:00,6,14,8,9
1456,28/07/2009 00:00:00,2,12,2,9
1457,28/07/2009 00:00:00,4,19,4,9
1458,28/07/2009 00:00:00,4,21,1,9
1459,28/07/2009 00:00:00,1,24,200,9
1460,28/07/2009 00:00:00,1,12,1,9
1461,28/07/2009 00:00:00,3,24,100,9
1462,28/07/2009 00:00:00,3,4,5,9
1463,28/07/2009 00:00:00,5,19,4,9
1464,29/07/2009 00:00:00,4,19,5,9
1465,29/07/2009 00:00:00,4,21,1,9
1466,29/07/2009 00:00:00,3,4,9,9
1467,29/07/2009 00:00:00,3,5,30,9
1468,29/07/2009 00:00:00,5,19,4,9
1469,29/07/2009 00:00:00,2,12,2,9
1470,29/07/2009 00:00:00,1,12,3,9
1471,29/07/2009 00:00:00,6,8,8,9
1472,29/07/2009 00:00:00,6,7,6,9
1473,29/07/2009 00:00:00,6,14,8,9
1474,30/07/2009 00:00:00,6,7,2,9
1475,30/07/2009 00:00:00,6,8,7,9
1476,30/07/2009 00:00:00,6,14,5,9
1477,30/07/2009 00:00:00,6,3,1,9
1478,30/07/2009 00:00:00,6,7,4,9
1479,30/07/2009 00:00:00,1,12,3,9
1480,30/07/2009 00:00:00,5,19,4,9
1481,30/07/2009 00:00:00,3,4,7,9
1482,30/07/2009 00:00:00,2,12,3,9
1483,30/07/2009 00:00:00,4,19,3,9
1484,30/07/2009 00:00:00,4,21,2,9
1485,30/07/2009 00:00:00,4,8,4,9
1486,31/07/2009 00:00:00,4,9,5,9
1487,31/07/2009 00:00:00,4,21,1,9
1488,31/07/2009 00:00:00,4,1,1,9
1489,31/07/2009 00:00:00,4,19,1,9
1490,31/07/2009 00:00:00,5,19,4,9
1491,31/07/2009 00:00:00,6,7,5,9
1492,31/07/2009 00:00:00,6,3,3,9
1493,31/07/2009 00:00:00,2,12,3,9
1494,31/07/2009 00:00:00,1,12,3,9
1495,31/07/2009 00:00:00,3,4,10,9
1496,03/08/2009 00:00:00,3,4,10,9
1497,03/08/2009 00:00:00,4,19,3,9
1498,03/08/2009 00:00:00,4,8,3,9
1499,03/08/2009 00:00:00,4,18,3,9
1500,03/08/2009 00:00:00,4,21,3,9
1501,03/08/2009 00:00:00,1,12,3,9
1502,03/08/2009 00:00:00,2,12,3,9
1503,03/08/2009 00:00:00,6,3,1,4
1504,03/08/2009 00:00:00,6,2,4,4
1505,03/08/2009 00:00:00,6,10,10,4
1506,04/08/2009 00:00:00,3,4,10,9
1507,04/08/2009 00:00:00,6,3,4,9
1508,04/08/2009 00:00:00,6,14,11,9
1509,04/08/2009 00:00:00,6,7,3,9
1510,04/08/2009 00:00:00,6,8,3,9
1511,04/08/2009 00:00:00,4,19,3,9
1512,04/08/2009 00:00:00,4,5,40,9
1513,04/08/2009 00:00:00,5,19,4,9
1514,04/08/2009 00:00:00,2,12,3,9
1515,04/08/2009 00:00:00,1,12,3,9
1516,05/08/2009 00:00:00,5,19,5,9
1517,05/08/2009 00:00:00,1,12,3,9
1518,05/08/2009 00:00:00,2,12,3,9
1519,05/08/2009 00:00:00,4,19,4,9
1520,05/08/2009 00:00:00,4,9,1,9
1521,05/08/2009 00:00:00,6,3,5,9
1522,05/08/2009 00:00:00,6,10,8,9
1523,05/08/2009 00:00:00,6,14,8,9
1524,05/08/2009 00:00:00,6,8,4,9
1525,05/08/2009 00:00:00,3,4,9,9
1526,06/08/2009 00:00:00,6,3,10,9
1527,06/08/2009 00:00:00,4,19,3,9
1528,06/08/2009 00:00:00,4,13,11,9
1529,06/08/2009 00:00:00,4,8,3,9
1530,06/08/2009 00:00:00,4,18,3,9
1531,06/08/2009 00:00:00,2,12,3,9
1532,06/08/2009 00:00:00,1,12,3,9
1533,06/08/2009 00:00:00,5,9,10,9
1534,07/08/2009 00:00:00,3,4,10,9
1535,07/08/2009 00:00:00,4,8,3,8
1536,07/08/2009 00:00:00,4,18,3,8
1537,07/08/2009 00:00:00,4,19,2,8
1538,07/08/2009 00:00:00,4,9,2,8
1539,07/08/2009 00:00:00,4,13,2,8
1540,07/08/2009 00:00:00,6,3,10,9
1541,07/08/2009 00:00:00,2,12,3,9
1542,07/08/2009 00:00:00,1,12,3,9
1543,07/08/2009 00:00:00,5,19,4,9
1544,10/08/2009 00:00:00,3,4,10,9
1545,10/08/2009 00:00:00,4,8,4,7
1546,10/08/2009 00:00:00,4,18,3,7
1547,10/08/2009 00:00:00,4,19,3,7
1548,10/08/2009 00:00:00,2,12,3,9
1549,10/08/2009 00:00:00,1,12,3,9
1550,10/08/2009 00:00:00,6,14,20,9
1551,10/08/2009 00:00:00,6,3,4,9
1552,10/08/2009 00:00:00,5,9,5,9
1553,10/08/2009 00:00:00,5,19,2,9
1554,11/08/2009 00:00:00,2,12,3,9
1555,11/08/2009 00:00:00,3,4,8,9
1556,11/08/2009 00:00:00,3,5,60,9
1557,11/08/2009 00:00:00,5,9,5,9
1558,11/08/2009 00:00:00,5,19,1,9
1559,11/08/2009 00:00:00,6,3,6,7
1560,11/08/2009 00:00:00,4,8,5,7
1561,11/08/2009 00:00:00,4,18,5,7
1562,11/08/2009 00:00:00,4,13,5,7
1563,11/08/2009 00:00:00,4,19,3,9
1564,11/08/2009 00:00:00,1,12,3,9
1565,12/08/2009 00:00:00,5,4,15,9
1566,12/08/2009 00:00:00,4,4,15,9
1567,12/08/2009 00:00:00,2,12,6,9
1568,12/08/2009 00:00:00,4,4,15,9
1569,12/08/2009 00:00:00,1,12,9,9
1570,12/08/2009 00:00:00,3,12,6,9
1571,14/08/2009 00:00:00,1,12,3,9
1572,14/08/2009 00:00:00,2,12,3,9
1573,14/08/2009 00:00:00,3,4,7,5
1574,14/08/2009 00:00:00,4,7,7,9
1575,14/08/2009 00:00:00,6,3,9,9
1576,14/08/2009 00:00:00,5,19,4,9
1577,17/08/2009 00:00:00,5,19,4,9
1578,17/08/2009 00:00:00,2,12,3,9
1579,17/08/2009 00:00:00,1,12,3,9
1580,17/08/2009 00:00:00,6,3,7,9
1581,17/08/2009 00:00:00,6,8,10,9
1582,17/08/2009 00:00:00,3,12,2,9
1583,17/08/2009 00:00:00,3,4,5,9
1584,18/08/2009 00:00:00,1,12,3,9
1585,18/08/2009 00:00:00,2,12,3,9
1586,18/08/2009 00:00:00,3,4,10,9
1587,18/08/2009 00:00:00,5,19,4,9
1588,18/08/2009 00:00:00,6,3,7,9
1589,19/08/2009 00:00:00,2,12,3,9
1590,19/08/2009 00:00:00,1,12,3,9
1591,19/08/2009 00:00:00,5,9,5,9
1592,19/08/2009 00:00:00,5,7,2,9
1593,19/08/2009 00:00:00,5,20,1,9
1594,19/08/2009 00:00:00,3,4,8,9
1595,24/08/2009 00:00:00,6,8,33,9
1596,24/08/2009 00:00:00,6,3,4,9
1597,24/08/2009 00:00:00,5,19,4,9
1598,24/08/2009 00:00:00,2,12,3,9
1599,24/08/2009 00:00:00,1,12,3,9
1600,24/08/2009 00:00:00,3,4,6,5
1601,25/08/2009 00:00:00,3,4,11,9
1602,25/08/2009 00:00:00,2,12,2,9
1603,25/08/2009 00:00:00,1,12,3,9
1604,25/08/2009 00:00:00,5,17,4,9
1605,25/08/2009 00:00:00,6,3,7,9
1606,26/08/2009 00:00:00,2,12,3,9
1607,26/08/2009 00:00:00,1,12,3,9
1608,26/08/2009 00:00:00,3,4,10,9
1609,26/08/2009 00:00:00,5,17,2,9
1610,26/08/2009 00:00:00,5,19,2,9
1611,27/08/2009 00:00:00,1,12,3,9
1612,27/08/2009 00:00:00,2,12,3,9
1613,27/08/2009 00:00:00,3,4,11,8
1614,27/08/2009 00:00:00,5,9,3,5
1615,27/08/2009 00:00:00,5,5,15,5
1616,27/08/2009 00:00:00,5,19,1,5
1617,27/08/2009 00:00:00,6,7,5,5
1618,29/08/2009 00:00:00,1,23,72,9
1619,28/08/2009 00:00:00,5,19,2,9
1620,28/08/2009 00:00:00,5,17,2,9
1621,28/08/2009 00:00:00,1,12,3,9
1622,28/08/2009 00:00:00,2,12,3,9
1623,28/08/2009 00:00:00,6,8,15,9
1624,28/08/2009 00:00:00,3,4,10,9
1625,28/08/2009 00:00:00,6,7,7,9
1626,28/08/2009 00:00:00,6,10,6,9
1627,31/08/2009 00:00:00,2,12,2,9
1628,31/08/2009 00:00:00,2,4,6,9
1629,31/08/2009 00:00:00,1,12,3,9
1630,31/08/2009 00:00:00,5,20,5,9
1631,31/08/2009 00:00:00,6,7,6,9
1632,01/09/2009 00:00:00,2,12,3,9
1633,01/09/2009 00:00:00,1,12,3,9
1634,01/09/2009 00:00:00,3,4,9,9
1635,01/09/2009 00:00:00,5,19,4,9
1636,01/09/2009 00:00:00,6,3,6,9
1637,01/09/2009 00:00:00,6,7,2,9
1638,02/09/2009 00:00:00,2,12,3,9
1639,02/09/2009 00:00:00,5,19,4,9
1640,02/09/2009 00:00:00,3,4,11,9
1641,02/09/2009 00:00:00,6,7,6,9
1642,03/09/2009 00:00:00,3,4,10,9
1643,03/09/2009 00:00:00,1,12,3,9
1644,03/09/2009 00:00:00,2,12,4,9
1645,03/09/2009 00:00:00,5,19,3,9
1646,03/09/2009 00:00:00,5,9,3,9
1647,04/09/2009 00:00:00,1,12,3,9
1648,04/09/2009 00:00:00,2,12,3,9
1649,04/09/2009 00:00:00,3,4,10,9
1650,04/09/2009 00:00:00,5,19,3,9
1651,04/09/2009 00:00:00,5,9,2,9
1652,04/09/2009 00:00:00,6,7,3,9
1653,04/09/2009 00:00:00,6,3,3,9
1654,08/09/2009 00:00:00,2,12,3,9
1655,08/09/2009 00:00:00,1,12,3,9
1656,08/09/2009 00:00:00,5,19,5,9
1657,08/09/2009 00:00:00,6,3,6,9
1658,09/09/2009 00:00:00,1,12,3,9
1659,09/09/2009 00:00:00,2,4,5,9
1660,09/09/2009 00:00:00,2,12,1,9
1661,09/09/2009 00:00:00,5,20,6,9
1662,09/09/2009 00:00:00,6,7,5,9
1663,09/09/2009 00:00:00,6,14,5,9
1664,10/09/2009 00:00:00,2,12,3,9
1665,10/09/2009 00:00:00,2,4,2,9
1666,10/09/2009 00:00:00,5,4,5,9
1667,10/09/2009 00:00:00,5,19,5,9
1668,10/09/2009 00:00:00,1,12,4,9
1669,10/09/2009 00:00:00,6,14,5,9
1670,10/09/2009 00:00:00,6,3,3,9
1671,11/09/2009 00:00:00,1,12,3,9
1672,11/09/2009 00:00:00,2,12,3,9
1673,11/09/2009 00:00:00,5,9,5,9
1674,11/09/2009 00:00:00,5,4,8,9
1675,11/09/2009 00:00:00,6,3,8,9
1676,14/09/2009 00:00:00,1,12,3,9
1677,14/09/2009 00:00:00,2,12,3,9
1678,14/09/2009 00:00:00,5,4,10,9
1679,14/09/2009 00:00:00,5,9,2,9
1680,14/09/2009 00:00:00,6,3,10,9
1681,18/09/2009 00:00:00,1,12,3,9
1682,18/09/2009 00:00:00,2,12,3,9
1683,18/09/2009 00:00:00,5,9,2,9
1684,18/09/2009 00:00:00,5,19,4,9
1685,18/09/2009 00:00:00,6,3,8,9
1686,21/09/2009 00:00:00,2,12,3,9
1687,21/09/2009 00:00:00,1,12,3,9
1688,21/09/2009 00:00:00,3,12,2,9
1689,21/09/2009 00:00:00,3,4,5,9
1690,21/09/2009 00:00:00,5,19,4,9
1691,21/09/2009 00:00:00,6,3,7,9
1692,22/09/2009 00:00:00,2,12,3,9
1693,22/09/2009 00:00:00,1,12,3,9
1694,22/09/2009 00:00:00,3,4,10,9
1695,22/09/2009 00:00:00,5,20,6,9
1696,22/09/2009 00:00:00,6,3,8,9
1697,23/09/2009 00:00:00,1,12,3,9
1698,23/09/2009 00:00:00,2,12,3,9
1699,23/09/2009 00:00:00,3,4,10,9
1700,23/09/2009 00:00:00,5,19,4,9
1701,24/09/2009 00:00:00,1,12,3,9
1702,24/09/2009 00:00:00,2,12,3,9
1703,24/09/2009 00:00:00,3,4,10,9
1704,24/09/2009 00:00:00,5,20,6,9
1705,25/09/2009 00:00:00,1,12,3,9
1706,25/09/2009 00:00:00,2,12,3,9
1707,25/09/2009 00:00:00,3,4,8,7
1708,25/09/2009 00:00:00,6,3,8,9
1709,25/09/2009 00:00:00,5,19,4,9
1710,30/09/2009 00:00:00,1,12,3,9
1711,30/09/2009 00:00:00,3,4,8,9
1712,30/09/2009 00:00:00,2,12,3,9
1713,01/10/2009 00:00:00,1,12,3,9
1714,01/10/2009 00:00:00,2,12,3,9
1715,01/10/2009 00:00:00,3,4,8,9
1716,01/10/2009 00:00:00,1,0,0,0
1717,01/10/2009 00:00:00,2,0,0,0
1718,01/10/2009 00:00:00,3,0,0,0
1719,01/10/2009 00:00:00,4,0,0,0
1720,01/10/2009 00:00:00,5,0,0,0
1721,01/10/2009 00:00:00,6,0,0,0
1722,01/10/2009 00:00:00,3,4,8,9
1723,01/10/2009 00:00:00,1,12,3,9
1724,01/10/2009 00:00:00,2,12,2,9
1725,02/10/2009 00:00:00,1,12,3,9
1726,02/10/2009 00:00:00,2,12,3,9
1727,02/10/2009 00:00:00,3,4,8,9
1728,02/10/2009 00:00:00,6,3,5,9
1729,05/10/2009 00:00:00,1,12,2,9
1730,05/10/2009 00:00:00,2,12,2,9
1731,05/10/2009 00:00:00,3,4,5,9
1732,05/10/2009 00:00:00,3,18,6,9
1733,06/10/2009 00:00:00,2,12,3,9
1734,06/10/2009 00:00:00,1,12,3,9
1735,06/10/2009 00:00:00,3,4,6,9
1736,07/10/2009 00:00:00,1,12,2,9
1737,07/10/2009 00:00:00,2,12,2,9
1738,07/10/2009 00:00:00,3,4,5,9
1739,08/10/2009 00:00:00,3,12,3,9
1740,08/10/2009 00:00:00,1,12,3,9
1741,08/10/2009 00:00:00,2,12,3,9
1743,09/10/2009 00:00:00,3,4,2,9
1744,09/10/2009 00:00:00,1,12,1,9
1745,09/10/2009 00:00:00,2,12,1,9
1746,12/10/2009 00:00:00,3,4,6,9
1747,12/10/2009 00:00:00,2,12,3,9
1748,12/10/2009 00:00:00,2,12,3,9
1749,13/10/2009 00:00:00,1,12,3,9
1750,13/10/2009 00:00:00,2,12,3,9
1751,13/10/2009 00:00:00,3,4,6,9
1752,14/10/2009 00:00:00,1,12,3,9
1753,14/10/2009 00:00:00,2,12,3,9
1754,14/10/2009 00:00:00,3,4,6,9
1755,14/10/2009 00:00:00,7,8,4,9
1756,14/10/2009 00:00:00,7,4,4,9
1757,14/10/2009 00:00:00,7,18,7,9
1758,15/10/2009 00:00:00,1,12,3,9
1759,15/10/2009 00:00:00,2,12,3,9
1760,15/10/2009 00:00:00,3,4,10,9
1761,15/10/2009 00:00:00,7,8,13,9
1762,15/10/2009 00:00:00,7,5,40,9
1763,15/10/2009 00:00:00,7,1,2,9
1764,16/10/2009 00:00:00,1,12,3,9
1765,16/10/2009 00:00:00,2,12,3,9
1766,16/10/2009 00:00:00,3,4,6,5
1767,16/10/2009 00:00:00,7,4,2,9
1768,16/10/2009 00:00:00,7,8,6,9
1769,19/10/2009 00:00:00,3,4,8,9
1770,19/10/2009 00:00:00,1,12,3,9
1771,19/10/2009 00:00:00,1,12,3,9
1772,19/10/2009 00:00:00,7,8,5,9
1774,19/10/2009 00:00:00,7,1,2,9
1775,19/10/2009 00:00:00,7,16,8,9
1776,20/10/2009 00:00:00,3,4,8,9
1777,20/10/2009 00:00:00,2,12,3,9
1778,20/10/2009 00:00:00,1,12,3,9
1779,20/10/2009 00:00:00,7,1,4,9
