"IdOrdenesDetEntA","IdEntregasEst","IdOrdenesDet","TC1","TC2","TC3","TC4","TC5","TC6","TC7","TC8"
4209,2972,6906,67,67,67,0,0,0,0,0
4210,2973,6938,50,52,104,104,52,0,0,0
4211,2974,6922,52,51,103,104,51,0,0,0
4212,2975,6921,52,52,103,104,52,0,0,0
4213,2973,6937,52,52,103,104,52,0,0,0
4214,2976,6932,51,50,104,104,52,0,0,0
4215,2977,6925,52,0,104,104,52,0,0,0
4216,2978,6901,38,38,38,0,0,0,0,0
4217,2978,6901,38,38,38,0,0,0,0,0
4218,2978,6901,38,38,38,0,0,0,0,0
4219,2978,6901,29,29,29,0,0,0,0,0
4220,2978,6901,29,29,29,0,0,0,0,0
4221,2978,6901,29,29,29,0,0,0,0,0
4222,2979,6902,67,67,67,0,0,0,0,0
4223,2979,6902,67,67,67,0,0,0,0,0
4224,2979,6902,67,67,67,0,0,0,0,0
4225,2980,6904,52,52,52,0,0,0,0,0
4226,2980,6904,52,52,52,0,0,0,0,0
4227,2980,6904,52,52,52,0,0,0,0,0
4228,2980,6904,15,15,15,0,0,0,0,0
4229,2980,6904,15,15,15,0,0,0,0,0
4230,2980,6904,15,15,15,0,0,0,0,0
4231,2981,6929,52,52,104,104,52,0,0,0
4232,2982,6933,52,52,104,104,52,0,0,0
4233,2983,6923,52,52,104,104,52,0,0,0
4234,2984,6928,52,52,104,104,52,0,0,0
4235,2985,6921,52,52,100,104,52,0,0,0
4236,2986,6924,52,52,104,103,50,0,0,0
4237,2987,6927,52,52,104,104,52,0,0,0
4238,2988,6930,52,52,104,103,51,0,0,0
4239,2989,6933,52,51,104,103,52,0,0,0
4240,2989,6934,52,52,104,104,52,0,0,0
4241,2990,6923,52,52,104,104,52,0,0,0
4242,2991,6935,51,50,102,104,52,0,0,0
4243,2993,6909,67,67,67,0,0,0,0,0
4244,2993,6909,67,67,67,0,0,0,0,0
4245,2993,6909,67,67,67,0,0,0,0,0
4246,2993,6910,67,67,67,0,0,0,0,0
4247,2993,6910,67,67,67,0,0,0,0,0
4248,2993,6910,67,67,67,0,0,0,0,0
4249,2992,6919,204,204,204,0,0,0,0,0
4250,2992,6920,204,204,204,0,0,0,0,0
4251,2994,6925,0,50,0,0,0,0,0,0
4252,2994,6925,0,2,0,0,0,0,0,0
4253,2995,6931,52,52,102,104,50,0,0,0
4254,2996,6915,201,201,201,0,0,0,0,0
4255,2996,6916,201,201,201,0,0,0,0,0
4256,2997,6929,52,52,104,104,52,0,0,0
4257,2998,6926,50,52,104,98,48,0,0,0
4258,2999,6925,52,0,103,103,49,0,0,0
4259,3000,6922,52,51,103,104,51,0,0,0
4260,3001,6931,52,52,102,104,50,0,0,0
4261,3002,6925,0,52,0,0,0,0,0,0
4262,3003,6773,83,83,83,83,83,0,0,0
4263,3003,6773,83,83,83,0,0,0,0,0
4264,3003,6773,0,0,83,0,0,0,0,0
4265,3003,6773,83,83,83,83,83,0,0,0
4266,3003,6773,83,83,83,0,0,0,0,0
4267,3003,6773,0,0,83,0,0,0,0,0
4268,3003,6774,0,83,83,0,0,0,0,0
4269,3003,6774,0,83,0,0,0,0,0,0
4270,3003,6774,0,83,0,0,0,0,0,0
4271,3005,6907,64,64,64,0,0,0,0,0
4272,3005,6907,64,64,64,0,0,0,0,0
4273,3005,6907,64,64,64,0,0,0,0,0
4274,3005,6907,3,3,3,0,0,0,0,0
4275,3005,6907,3,3,3,0,0,0,0,0
4276,3005,6907,3,3,3,0,0,0,0,0
4277,3005,6908,67,67,67,0,0,0,0,0
4278,3005,6908,67,67,67,0,0,0,0,0
4279,3005,6908,67,67,67,0,0,0,0,0
4280,3006,6917,67,67,67,0,0,0,0,0
4281,3006,6917,67,67,67,0,0,0,0,0
4282,3006,6917,67,67,67,0,0,0,0,0
4283,3006,6918,35,35,35,0,0,0,0,0
4284,3006,6918,35,35,35,0,0,0,0,0
4285,3006,6918,35,35,35,0,0,0,0,0
4286,3006,6918,32,32,32,0,0,0,0,0
4287,3006,6918,32,32,32,0,0,0,0,0
4288,3006,6918,32,32,32,0,0,0,0,0
4289,3007,6765,90,90,90,90,90,0,0,0
4290,3007,6765,90,90,90,0,0,0,0,0
4291,3007,6765,0,0,90,0,0,0,0,0
4292,3007,6765,83,83,83,83,83,0,0,0
4293,3007,6765,83,83,83,0,0,0,0,0
4294,3007,6765,0,0,83,0,0,0,0,0
4295,3007,6766,0,75,75,0,0,0,0,0
4296,3007,6766,0,75,0,0,0,0,0,0
4297,3007,6766,0,75,0,0,0,0,0,0
4298,3007,6766,0,75,0,0,0,0,0,0
4299,3008,6767,72,72,72,72,72,0,0,0
4300,3008,6767,72,72,72,0,0,0,0,0
4301,3008,6767,0,0,72,0,0,0,0,0
4302,3008,6767,71,71,71,71,71,0,0,0
4303,3008,6767,71,71,71,0,0,0,0,0
4304,3008,6767,0,0,71,0,0,0,0,0
4305,3008,6768,0,56,56,0,0,0,0,0
4306,3008,6768,0,56,0,0,0,0,0,0
4307,3008,6768,0,56,0,0,0,0,0,0
4308,3008,6768,0,56,0,0,0,0,0,0
4309,3009,6936,52,52,52,52,52,0,0,0
4310,3009,6936,0,0,52,52,0,0,0,0
4311,3010,6769,72,72,72,72,72,0,0,0
4312,3010,6769,72,72,72,0,0,0,0,0
4313,3010,6769,0,0,72,0,0,0,0,0
4314,3010,6769,71,71,71,71,71,0,0,0
4315,3010,6769,71,71,71,0,0,0,0,0
4316,3010,6769,0,0,71,0,0,0,0,0
4317,3010,6770,0,56,56,0,0,0,0,0
4318,3010,6770,0,56,0,0,0,0,0,0
4319,3010,6770,0,56,0,0,0,0,0,0
4320,3010,6770,0,56,0,0,0,0,0,0
4321,3011,6936,52,52,52,52,52,0,0,0
4322,3011,6936,0,0,52,52,0,0,0,0
4323,3012,6771,86,86,86,86,86,0,0,0
4324,3012,6771,86,86,86,0,0,0,0,0
4325,3012,6771,0,0,86,0,0,0,0,0
4326,3013,6932,51,50,104,104,52,0,0,0
4327,3014,6771,86,86,86,86,86,0,0,0
4328,3014,6771,86,86,86,0,0,0,0,0
4329,3014,6771,0,0,86,0,0,0,0,0
4330,3014,6772,0,69,69,0,0,0,0,0
4331,3014,6772,0,69,0,0,0,0,0,0
4332,3014,6772,0,69,0,0,0,0,0,0
4333,3014,6772,0,69,0,0,0,0,0,0
4334,3014,6772,0,0,0,0,0,0,0,0
4335,3004,6938,50,52,104,104,52,0,0,0
4336,3004,6937,52,52,103,103,52,0,0,0
4337,3016,6977,54,54,54,54,54,0,0,0
4338,3016,6977,0,0,54,54,0,0,0,0
4339,3017,6977,53,54,54,54,54,0,0,0
4340,3017,6977,0,0,54,53,0,0,0,0
4341,3018,6896,98,98,98,98,98,0,0,0
4342,3018,6896,98,98,98,0,0,0,0,0
4343,3018,6896,0,0,98,0,0,0,0,0
4344,3018,6896,27,27,27,27,27,0,0,0
4345,3018,6896,27,27,27,0,0,0,0,0
4346,3018,6896,0,0,27,0,0,0,0,0
4347,3018,6897,31,31,31,0,0,0,0,0
4348,3018,6897,0,31,0,0,0,0,0,0
4349,3018,6897,0,31,0,0,0,0,0,0
4350,3018,6897,0,31,0,0,0,0,0,0
4351,3018,6897,8,8,8,0,0,0,0,0
4352,3018,6897,0,8,0,0,0,0,0,0
4353,3018,6897,0,8,0,0,0,0,0,0
4354,3018,6897,0,8,0,0,0,0,0,0
4355,3019,6979,54,53,54,54,54,0,0,0
4356,3019,6979,0,0,54,54,0,0,0,0
4357,3020,6978,54,54,54,54,54,0,0,0
4358,3020,6978,0,0,54,54,0,0,0,0
4359,3021,6982,54,54,108,108,54,0,0,0
4360,3022,6978,54,54,54,54,54,0,0,0
4361,3022,6978,0,0,54,54,0,0,0,0
4362,3023,6994,54,54,54,54,54,0,0,0
4363,3023,6994,0,0,54,54,0,0,0,0
4364,3024,6984,54,54,54,54,54,0,0,0
4365,3024,6984,0,0,54,54,0,0,0,0
4366,3025,6993,54,54,54,54,54,0,0,0
4367,3025,6993,0,0,54,54,0,0,0,0
4368,3026,6996,54,54,54,54,54,0,0,0
4369,3026,6996,0,0,54,54,0,0,0,0
4370,3027,6894,67,67,67,67,67,0,0,0
4371,3027,6894,67,67,67,0,0,0,0,0
4372,3027,6894,0,0,67,0,0,0,0,0
4373,3027,6894,66,66,66,66,66,0,0,0
4374,3027,6894,66,66,66,0,0,0,0,0
4375,3027,6894,0,0,66,0,0,0,0,0
4376,3027,6895,0,45,45,0,0,0,0,0
4377,3027,6895,0,45,45,0,0,0,0,0
4378,3027,6895,0,45,0,0,0,0,0,0
4379,3027,6895,0,45,0,0,0,0,0,0
4380,3028,6990,54,54,54,54,54,0,0,0
4381,3028,6990,0,0,54,54,0,0,0,0
4382,3029,6892,77,77,77,77,77,0,0,0
4383,3029,6892,77,77,77,0,0,0,0,0
4384,3029,6892,0,0,77,0,0,0,0,0
4385,3029,6892,77,77,77,77,77,0,0,0
4386,3029,6892,77,77,77,0,0,0,0,0
4387,3029,6892,0,0,77,0,0,0,0,0
4388,3029,6893,50,50,50,0,0,0,0,0
4389,3029,6893,0,50,0,0,0,0,0,0
4390,3029,6893,0,50,0,0,0,0,0,0
4391,3029,6893,0,50,0,0,0,0,0,0
4392,3030,6990,54,54,54,54,54,0,0,0
4393,3030,6990,0,0,54,54,0,0,0,0
4394,3031,6979,54,50,108,108,54,0,0,0
4395,3031,6979,0,3,0,0,0,0,0,0
4396,3032,6898,115,115,115,115,115,0,0,0
4397,3032,6898,115,115,115,0,0,0,0,0
4398,3032,6898,0,0,115,0,0,0,0,0
4399,3032,6899,0,76,76,0,0,0,0,0
4400,3032,6899,0,76,0,0,0,0,0,0
4401,3033,6942,42,42,42,42,0,0,0,0
4402,3033,6942,0,42,42,0,0,0,0,0
4403,3033,6942,0,42,0,0,0,0,0,0
4404,3033,6942,0,0,0,0,0,0,0,0
4405,3034,6941,42,42,42,42,0,0,0,0
4406,3034,6941,0,42,42,0,0,0,0,0
4407,3034,6941,0,42,0,0,0,0,0,0
4408,3035,6943,42,42,42,42,0,0,0,0
4409,3035,6943,0,42,42,0,0,0,0,0
4410,3035,6943,0,42,0,0,0,0,0,0
4411,3036,6986,54,54,108,108,54,0,0,0
4412,3036,6987,54,54,106,108,54,0,0,0
4413,3037,6994,54,54,108,108,54,0,0,0
4414,3038,6993,54,54,108,108,54,0,0,0
4415,3039,6984,54,54,108,108,54,0,0,0
4416,3040,6996,54,54,108,108,54,0,0,0
4417,3041,6982,54,54,108,108,54,0,0,0
4418,3042,6986,54,54,108,108,54,0,0,0
4419,3042,6987,54,54,106,108,54,0,0,0
4420,3043,6966,78,86,61,61,0,0,0,0
4421,3043,6966,78,86,61,61,0,0,0,0
4422,3043,6966,78,86,61,0,0,0,0,0
4423,3043,6966,78,86,61,0,0,0,0,0
4424,3044,6863,844,1716,1721,846,0,0,0,0
4425,3044,6863,35,42,37,33,0,0,0,0
4426,3045,7037,53,53,53,53,0,0,0,0
4427,3045,7037,0,53,53,0,0,0,0,0
4428,3045,7037,0,53,0,0,0,0,0,0
4429,3046,7002,160,160,160,80,0,0,0,0
4430,3046,,0,0,0,0,0,0,0,0
4432,3047,7003,85,85,85,85,0,0,0,0
4433,3047,7003,85,85,85,0,0,0,0,0
4434,3047,7003,85,85,85,85,0,0,0,0
4435,3047,7003,85,85,85,0,0,0,0,0
4436,3048,7005,1256,0,0,0,0,0,0,0
4437,3049,7035,54,54,54,54,0,0,0,0
4438,3049,7035,0,54,54,0,0,0,0,0
4439,3049,7035,0,54,0,0,0,0,0,0
4440,3050,7001,73,73,73,73,0,0,0,0
4441,3050,7001,73,73,73,0,0,0,0,0
4442,3050,7001,12,12,12,12,0,0,0,0
4443,3050,7001,12,12,12,0,0,0,0,0
4444,3050,7001,7,7,7,7,0,0,0,0
4445,3050,7001,7,7,7,0,0,0,0,0
4446,3050,7001,8,8,8,8,0,0,0,0
4447,3050,7001,8,8,8,0,0,0,0,0
4448,3051,6998,52,52,52,52,0,0,0,0
4449,3051,6998,0,52,52,0,0,0,0,0
4450,3051,6998,0,52,0,0,0,0,0,0
4451,3052,6939,42,42,42,42,0,0,0,0
4452,3052,6939,0,42,42,0,0,0,0,0
4453,3052,6939,0,42,0,0,0,0,0,0
4454,3053,7000,52,52,52,52,0,0,0,0
4455,3053,7000,0,52,52,0,0,0,0,0
4456,3053,7000,0,52,0,0,0,0,0,0
4457,3054,6999,54,54,54,54,0,0,0,0
4458,3054,6999,0,54,54,0,0,0,0,0
4459,3054,6999,0,54,0,0,0,0,0,0
4460,3055,6997,54,54,54,54,0,0,0,0
4461,3055,6997,0,54,54,0,0,0,0,0
4462,3055,6997,0,54,0,0,0,0,0,0
4463,3056,6863,553,1103,550,271,0,0,0,0
4464,3056,6863,19,41,10,9,0,0,0,0
4465,3057,6944,37,37,37,37,0,0,0,0
4466,3057,6944,0,37,37,0,0,0,0,0
4467,3057,6944,0,37,37,0,0,0,0,0
4468,3057,6945,37,37,37,37,0,0,0,0
4469,3057,6945,0,37,37,0,0,0,0,0
4470,3057,6945,0,37,37,0,0,0,0,0
4471,3058,7020,54,54,108,108,54,0,0,0
4472,3059,6863,0,0,571,278,0,0,0,0
4473,3059,6863,0,0,13,13,0,0,0,0
4474,3060,7033,54,54,54,54,54,0,0,0
4475,3060,7033,0,0,54,54,0,0,0,0
4476,3061,7024,54,54,108,106,52,0,0,0
4477,3062,7016,54,54,108,108,54,0,0,0
4478,3062,7017,54,54,108,108,54,0,0,0
4479,3063,6972,104,104,104,104,104,104,0,0
4480,3063,6972,104,104,104,104,0,0,0,0
4481,3063,6973,55,55,55,55,0,0,0,0
4482,3063,6973,0,55,55,0,0,0,0,0
4484,3064,7020,54,54,108,108,54,0,0,0
4485,3065,7024,54,54,107,105,52,0,0,0
4486,3066,7016,54,54,107,107,54,0,0,0
4487,3066,7017,54,54,107,107,54,0,0,0
4488,3067,6991,54,54,108,108,54,0,0,0
4489,3068,7019,54,54,108,108,54,0,0,0
4490,3069,7032,54,54,108,108,54,0,0,0
4491,3070,6969,76,76,76,76,76,76,0,0
4492,3070,6969,76,76,76,76,0,0,0,0
4493,3070,6969,12,12,12,12,12,12,0,0
4494,3070,6969,12,12,12,12,0,0,0,0
4495,3070,6970,28,28,28,0,0,0,0,0
4496,3070,6970,0,28,28,0,0,0,0,0
4497,3070,6970,0,28,0,0,0,0,0,0
4498,3071,6867,1617,3262,3272,1609,0,0,0,0
4499,3071,6867,36,48,37,45,0,0,0,0
4500,3072,6991,54,54,108,108,54,0,0,0
4501,3073,7032,54,54,108,108,54,0,0,0
4502,3074,7033,54,54,108,108,54,0,0,0
4503,3075,7034,54,54,54,54,0,0,0,0
4504,3075,7034,0,54,54,0,0,0,0,0
4505,3075,7034,0,54,0,0,0,0,0,0
4506,3076,7019,54,54,108,108,54,0,0,0
4507,3077,7086,92,83,103,92,0,0,0,0
4508,3077,7086,92,83,103,92,0,0,0,0
4509,3077,7086,92,83,103,0,0,0,0,0
4510,3077,7086,92,83,0,0,0,0,0,0
4511,3077,7086,60,83,0,0,0,0,0,0
4512,3077,7086,0,83,0,0,0,0,0,0
4513,3078,6967,71,71,71,71,71,71,0,0
4514,3078,6967,71,71,71,71,0,0,0,0
4515,3078,6967,16,16,16,16,16,16,0,0
4516,3078,6967,16,16,16,16,0,0,0,0
4517,3078,6968,46,46,46,46,0,0,0,0
4518,3078,6968,0,46,46,0,0,0,0,0
4519,3079,7030,54,54,54,54,54,0,0,0
4520,3079,7030,0,0,54,54,0,0,0,0
4521,3080,6995,54,54,54,54,54,0,0,0
4522,3080,6995,0,0,54,54,0,0,0,0
4523,3081,7030,54,54,54,54,54,0,0,0
4524,3081,7030,0,0,54,54,0,0,0,0
4525,3082,7065,808,900,757,648,0,0,0,0
4526,3082,7065,16,17,4,16,0,0,0,0
4527,3082,,0,0,0,0,0,0,0,0
4528,3082,,0,0,0,0,0,0,0,0
4529,3083,6974,96,96,96,96,96,96,0,0
4530,3083,6974,96,96,96,96,0,0,0,0
4531,3083,6975,62,62,62,0,0,0,0,0
4532,3083,6975,0,62,62,0,0,0,0,0
4533,3084,6865,1502,3007,3010,1489,0,0,0,0
4534,3084,6865,29,48,52,41,0,0,0,0
4535,3085,6964,284,250,400,236,0,0,0,0
4536,3086,7068,65,65,65,65,0,0,0,0
4537,3086,7068,65,65,65,65,0,0,0,0
4538,3086,7068,0,0,65,65,0,0,0,0
4539,3086,7068,0,0,65,65,0,0,0,0
4540,3086,7069,65,65,65,65,0,0,0,0
4541,3086,7069,65,65,65,65,0,0,0,0
4542,3086,7069,0,0,65,65,0,0,0,0
4543,3086,7069,0,0,65,65,0,0,0,0
4544,3088,6956,52,52,52,52,52,0,0,0
4545,3088,6956,52,52,52,0,0,0,0,0
4546,3088,6956,0,52,52,0,0,0,0,0
4547,3088,6956,54,54,54,54,54,0,0,0
4548,3088,6956,54,54,54,0,0,0,0,0
4549,3088,6956,0,54,54,0,0,0,0,0
4550,3088,6957,18,18,18,0,0,0,0,0
4551,3088,6957,18,0,18,0,0,0,0,0
4552,3088,6957,18,0,0,0,0,0,0,0
4553,3089,6964,0,350,0,0,0,0,0,0
4554,3090,7086,426,466,296,182,0,0,0,0
4555,3091,6869,1043,3137,4171,2274,0,0,0,0
4556,3091,6869,10,22,36,11,0,0,0,0
4557,3092,6962,64,64,64,64,64,0,0,0
4558,3092,6962,64,64,64,0,0,0,0,0
4559,3092,6962,0,64,64,0,0,0,0,0
4560,3092,6962,51,51,51,51,51,0,0,0
4561,3092,6962,51,51,51,0,0,0,0,0
4562,3092,6962,0,51,51,0,0,0,0,0
4563,3092,6963,21,21,21,0,0,0,0,0
4564,3092,6963,21,0,21,0,0,0,0,0
4565,3092,6963,21,0,0,0,0,0,0,0
4566,3087,6958,62,62,62,62,62,0,0,0
4567,3087,6958,62,62,62,0,0,0,0,0
4568,3087,6958,0,62,62,0,0,0,0,0
4569,3087,6958,53,53,53,53,53,0,0,0
4570,3087,6958,53,53,53,0,0,0,0,0
4571,3087,6958,0,53,53,0,0,0,0,0
4572,3087,6959,15,15,15,0,0,0,0,0
4573,3087,6959,15,0,15,0,0,0,0,0
4574,3087,6959,15,0,0,0,0,0,0,0
4575,3093,7097,66,66,66,66,66,0,0,0
4576,3093,7097,0,66,66,66,0,0,0,0
4577,3093,7097,0,0,66,0,0,0,0,0
4578,3094,7026,54,54,108,108,54,0,0,0
4579,3094,7027,54,54,108,108,54,0,0,0
4580,3095,7101,50,50,50,50,50,0,0,0
4581,3095,7101,0,50,50,50,0,0,0,0
4582,3095,7101,0,0,50,0,0,0,0,0
4583,3096,7100,50,50,50,50,50,0,0,0
4584,3096,7100,0,50,50,50,0,0,0,0
4585,3096,7100,0,0,50,0,0,0,0,0
4586,3097,6861,1131,2427,2434,1161,0,0,0,0
4587,3097,6861,17,24,26,13,0,0,0,0
4588,3098,6865,118,236,236,118,0,0,0,0
4589,3099,7093,87,87,87,87,87,0,0,0
4590,3099,7093,0,87,87,87,0,0,0,0
4591,3099,7093,0,0,87,0,0,0,0,0
4592,3100,7026,54,54,108,108,54,0,0,0
4593,3100,7027,54,55,107,108,54,0,0,0
4594,3101,6995,54,54,108,108,54,0,0,0
4595,3102,6870,392,787,785,392,0,0,0,0
4596,3102,6869,196,513,629,1285,0,0,0,0
4597,3102,6869,9,17,15,27,0,0,0,0
4598,3103,6861,505,839,844,477,0,0,0,0
4599,3103,6861,2,17,6,5,0,0,0,0
4600,3104,6863,200,411,398,205,0,0,0,0
4601,3104,6863,8,5,18,3,0,0,0,0
4602,3105,6866,118,236,236,118,0,0,0,0
4603,3106,7095,20,20,20,20,20,0,0,0
4604,3106,7095,0,20,20,20,0,0,0,0
4605,3106,7095,0,0,20,0,0,0,0,0
4606,3106,7095,70,70,70,70,70,0,0,0
4607,3106,7095,0,70,70,70,0,0,0,0
4608,3106,7095,0,0,70,0,0,0,0,0
4609,3106,7096,12,12,0,0,0,0,0,0
4610,3106,7096,12,0,0,0,0,0,0,0
4611,3106,7096,12,0,0,0,0,0,0,0
4612,3107,6869,392,781,781,680,0,0,0,0
4613,3108,7116,50,100,150,99,50,0,0,0
4614,3108,7117,50,100,150,100,50,0,0,0
4615,3109,7106,50,100,150,100,50,0,0,0
4616,3109,7107,50,100,150,100,49,0,0,0
4617,3110,7100,50,100,149,100,50,0,0,0
4618,3111,7102,50,100,150,99,50,0,0,0
4619,3112,7104,50,100,150,100,50,0,0,0
4620,3112,7105,50,100,149,100,50,0,0,0
4621,3113,7118,48,100,150,99,48,0,0,0
4622,3113,7119,50,100,150,100,50,0,0,0
4623,3113,7118,0,0,0,0,1,0,0,0
4624,3114,7114,50,100,150,100,50,0,0,0
4625,3114,7115,50,100,148,98,49,0,0,0
4626,3115,7108,50,100,149,99,50,0,0,0
4627,3115,7109,50,100,150,100,50,0,0,0
4628,3116,7103,50,100,150,100,50,0,0,0
4629,3117,7101,50,100,149,100,50,0,0,0
4630,3118,7070,62,62,62,62,0,0,0,0
4631,3118,7070,45,45,45,45,0,0,0,0
4632,3119,7120,50,100,150,100,50,0,0,0
4633,3119,,0,0,0,0,0,0,0,0
4634,3120,7110,50,100,150,100,50,0,0,0
4635,3120,7111,50,100,149,100,50,0,0,0
4636,3121,7112,50,100,150,100,50,0,0,0
4637,3121,7113,51,102,153,102,51,0,0,0
4638,3122,7099,49,100,150,100,50,0,0,0
4639,3123,7116,50,100,150,99,50,0,0,0
4640,3123,7117,50,100,150,100,50,0,0,0
4641,3124,7071,108,108,108,108,0,0,0,0
4642,3124,7071,109,109,109,109,0,0,0,0
4643,3124,7071,120,120,120,120,0,0,0,0
4644,3124,7071,31,31,31,31,0,0,0,0
4645,3118,7070,130,130,130,130,0,0,0,0
4646,3118,7070,130,130,130,130,0,0,0,0
4647,3125,6831,47,141,141,94,0,0,0,0
4648,3125,6832,47,141,141,94,0,0,0,0
4649,3125,6833,41,123,123,82,0,0,0,0
4650,3126,7120,50,100,150,100,50,0,0,0
4651,3127,7099,49,100,150,100,50,0,0,0
4652,3128,7114,50,99,150,99,50,0,0,0
4653,3128,7115,50,98,148,98,49,0,0,0
4654,3129,6948,37,37,37,37,0,0,0,0
4655,3129,6948,0,37,37,37,0,0,0,0
4656,3129,6948,0,37,37,0,0,0,0,0
4657,3129,6948,10,10,10,10,0,0,0,0
4658,3129,6948,0,10,10,10,0,0,0,0
4659,3129,6948,0,10,10,0,0,0,0,0
4660,3130,7103,50,100,150,99,50,0,0,0
4661,3131,7108,50,100,149,99,50,0,0,0
4662,3131,7109,50,100,150,100,50,0,0,0
4663,3132,7026,0,0,0,0,57,0,0,0
4664,3133,7126,47,47,47,47,0,0,0,0
4665,3133,7126,0,47,47,47,0,0,0,0
4666,3133,7126,0,47,47,0,0,0,0,0
4667,3134,7119,50,100,148,100,50,0,0,0
4668,3134,7118,48,98,150,100,46,0,0,0
4669,3135,7105,49,100,148,100,50,0,0,0
4670,3135,7104,50,100,149,92,50,0,0,0
4671,3136,7102,50,100,145,99,50,0,0,0
4672,3137,7022,54,54,108,108,53,0,0,0
4673,3138,6950,47,141,141,94,0,0,0,0
4674,3138,6951,47,141,141,94,0,0,0,0
4675,3139,7023,54,54,108,108,52,0,0,0
4676,3140,7075,102,102,102,102,0,0,0,0
4677,3140,7075,102,102,102,102,0,0,0,0
4678,3141,7073,102,102,102,102,0,0,0,0
4679,3141,7073,102,102,102,102,0,0,0,0
4680,3142,7121,50,100,150,100,50,0,0,0
4681,3143,7110,50,100,150,99,50,0,0,0
4682,3144,6976,54,54,108,108,54,0,0,0
4683,3145,7106,50,100,150,100,50,0,0,0
4684,3145,7107,50,100,150,100,49,0,0,0
4685,3146,,0,0,0,0,0,0,0,0
4686,3147,7074,84,84,84,84,0,0,0,0
4687,3147,7074,84,84,84,84,0,0,0,0
4688,3148,7072,84,84,84,84,0,0,0,0
4689,3148,7072,84,84,84,84,0,0,0,0
4690,3149,6976,54,54,108,107,53,0,0,0
4691,3150,7023,54,53,107,108,52,0,0,0
4692,3151,7111,50,100,149,100,50,0,0,0
4693,3152,7112,50,100,150,100,50,0,0,0
4694,3152,7113,51,102,153,102,51,0,0,0
4695,3153,6985,54,54,108,108,54,0,0,0
4696,3154,7031,54,54,108,108,54,0,0,0
4697,3155,7031,54,54,108,108,54,0,0,0
4698,3156,6985,54,54,108,108,54,0,0,0
4699,3157,7064,834,930,770,674,0,0,0,0
4700,3158,7006,133,461,594,266,132,0,0,0
4701,3159,7008,103,390,488,228,116,0,0,0
4702,3159,7008,8,6,17,0,1,0,0,0
4703,3160,7012,126,126,126,126,126,0,0,0
4704,3160,7012,126,126,126,126,0,0,0,0
4705,3160,7013,68,68,68,0,0,0,0,0
4706,3160,7013,0,68,68,0,0,0,0,0
4707,3148,7072,36,36,36,36,0,0,0,0
4708,3147,7074,36,36,36,36,0,0,0,0
4709,3161,7144,48,84,48,42,0,0,0,0
4710,3162,7122,85,85,85,85,85,0,0,0
4711,3162,7122,85,85,85,0,0,0,0,0
4712,3162,7122,0,85,85,0,0,0,0,0
4713,3163,7014,89,178,178,178,89,0,0,0
4714,3164,7015,89,178,178,178,89,0,0,0
4715,3165,7010,103,103,103,103,103,0,0,0
4716,3165,7010,103,103,103,103,0,0,0,0
4717,3166,7042,788,821,1598,1591,800,0,0,0
4718,3166,7042,57,24,93,43,44,0,0,0
4719,3167,7040,1017,1006,2026,2003,1004,0,0,0
4720,3167,7040,7,18,22,43,20,0,0,0
4721,3168,7124,260,320,295,190,95,0,0,0
4722,3169,7063,255,190,540,192,0,0,0,0
4723,3169,7063,0,0,7,0,0,0,0,0
4724,3169,7063,189,189,189,189,0,0,0,0
4725,3169,7063,198,197,198,198,0,0,0,0
4726,3169,7063,0,355,0,0,0,0,0,0
4727,3169,7063,0,128,0,0,0,0,0,0
4728,3169,7063,1,3,1,1,0,0,0,0
4729,3170,7142,126,40,41,103,0,0,0,0
4730,3171,7042,180,178,362,359,177,0,0,0
4731,3171,7042,1,3,0,3,3,0,0,0
4732,3172,7038,971,997,1977,1946,978,0,0,0
4733,3172,7038,35,9,35,66,28,0,0,0
4734,3171,7042,0,0,0,57,0,0,0,0
4735,3173,7178,50,50,50,50,50,0,0,0
4736,3173,7178,0,50,50,50,0,0,0,0
4737,3173,7178,0,0,50,0,0,0,0,0
4738,3174,7178,50,50,50,50,50,0,0,0
4739,3174,7178,0,50,50,50,0,0,0,0
4740,3174,7178,0,0,50,0,0,0,0,0
4741,3175,7062,326,326,327,327,0,0,0,0
4742,3175,7062,0,0,1,1,0,0,0,0
4743,3176,7184,50,50,50,50,50,0,0,0
4744,3176,7184,0,50,50,50,0,0,0,0
4745,3176,7184,0,0,50,0,0,0,0,0
4746,3177,7184,50,50,50,50,50,0,0,0
4747,3177,7184,0,50,50,50,0,0,0,0
4748,3177,7184,0,0,50,0,0,0,0,0
4749,3178,7062,126,126,126,126,0,0,0,0
4750,3178,7062,126,126,126,126,0,0,0,0
4751,3178,7062,0,357,355,0,0,0,0,0
4752,3178,7062,62,127,0,0,0,0,0,0
4753,3179,7173,19,19,19,19,19,0,0,0
4754,3179,7173,0,19,19,19,0,0,0,0
4755,3179,7173,0,0,19,0,0,0,0,0
4756,3179,7174,9,9,9,9,9,0,0,0
4757,3179,7174,0,9,9,9,0,0,0,0
4758,3179,7174,0,0,9,0,0,0,0,0
4759,3180,7173,19,19,19,19,19,0,0,0
4760,3180,7173,0,19,19,19,0,0,0,0
4761,3180,7173,0,0,19,0,0,0,0,0
4762,3180,7174,9,9,9,9,9,0,0,0
4763,3180,7174,0,9,9,9,0,0,0,0
4764,3180,7174,0,0,9,0,0,0,0,0
4765,3181,7175,24,24,24,24,24,0,0,0
4766,3181,7175,0,24,24,24,0,0,0,0
